id_venta,fecha,region,categoria,producto,vendedor,segmento_cliente,unidades,precio_unitario,descuento_pct,ingreso,costo,utilidad
10642,2025-08-30,Centro,Hogar,Aspiradora,Diego Rojas,Pyme,7,77970.0,0.1,491211.0,327474.0,163737.0
10643,2025-08-31,Este,Ropa,Pantalon,Carla Diaz,Pyme,7,15190.0,0.1,95697.0,63798.0,31899.0
10644,2025-08-31,Norte,Oficina,Cuaderno,Javier Castro,,7,1870.0,0.15,11126.0,7854.0,3272.0
10645,2025-08-31,Oeste,Deportes,Balon Futbol,Bruno Silva,Individual,1,13430.0,0.0,13430.0,8058.0,5372.0
10646,2025-08-31,Sur,Ropa,Gorra,Diego Rojas,Corporativo,3,5940.0,0.15,15147.0,10692.0,4455.0
10647,2025-09-01,Norte,Hogar,Lampara LED,Carla Diaz,Individual,2,9990.0,0.1,17982.0,11988.0,5994.0
10648,2025-09-01,Sur,Deportes,Bototas Trekking,Hugo Reyes,Corporativo,5,51590.0,0.2,206360.0,154770.0,51590.0
10649,2025-09-01,Este,Hogar,Aspiradora,Bruno Silva,Pyme,1,72930.0,0.1,65637.0,43758.0,21879.0
10650,2025-09-01,Oeste,Ropa,Chaqueta,Ana Torres,Individual,4,33500.0,0.0,134000.0,80400.0,53600.0
10651,2025-09-01,Centro,Electronica,Audifonos,Carla Diaz,Individual,7,16130.0,0.05,107264.0,67746.0,39518.0
10652,2025-09-02,Norte,Hogar,Lampara LED,Isidora Munoz,Individual,2,10120.0,0.0,20240.0,12144.0,8096.0
10653,2025-09-02,Norte,Oficina,Cuaderno,Hugo Reyes,Individual,7,1950.0,0.0,13650.0,8190.0,5460.0
10654,2025-09-02,Oeste,Oficina,Resma de Papel,Bruno Silva,Individual,7,4070.0,0.05,27066.0,17094.0,9972.0
10655,2025-09-02,Sur,Hogar,Cafetera,Bruno Silva,Individual,5,26870.0,0.0,134350.0,80610.0,53740.0
10656,2025-09-02,Centro,Hogar,Ventilador,Javier Castro,Individual,7,21470.0,0.0,150290.0,90174.0,60116.0
10657,2025-09-02,Sur,Electronica,Audifonos,Elena Vidal,Pyme,1,15780.0,0.0,15780.0,9468.0,6312.0
10658,2025-09-02,Este,Deportes,Bototas Trekking,Hugo Reyes,Pyme,5,59060.0,0.0,295300.0,177180.0,118120.0
10659,2025-09-03,Sur,Electronica,Cargador,Carla Diaz,Individual,6,8040.0,0.0,48240.0,28944.0,19296.0
10660,2025-09-03,Centro,Electronica,Parlante Bluetooth,Bruno Silva,Individual,5,21650.0,0.0,108250.0,64950.0,43300.0
10661,2025-09-03,Este,Deportes,Colchoneta Yoga,Hugo Reyes,Individual,1,8870.0,0.0,8870.0,5322.0,3548.0
10662,2025-09-03,Oeste,Hogar,Cafetera,Javier Castro,Corporativo,4,31100.0,0.05,118180.0,74640.0,43540.0
10663,2025-09-03,Norte,Deportes,Balon Futbol,Elena Vidal,Pyme,6,12190.0,0.05,69483.0,43884.0,25599.0
10664,2025-09-03,Oeste,Ropa,Zapatillas,Elena Vidal,Individual,4,44630.0,0.05,169594.0,107112.0,62482.0
10665,2025-09-04,Este,Ropa,Camiseta,Ana Torres,Corporativo,1,8010.0,0.1,7209.0,4806.0,2403.0
10666,2025-09-04,Oeste,Oficina,Cuaderno,Javier Castro,Individual,5,1940.0,0.0,9700.0,5820.0,3880.0
10667,2025-09-04,Sur,Electronica,Cargador,Isidora Munoz,Individual,1,9180.0,0.2,7344.0,5508.0,1836.0
10668,2025-09-04,Sur,Oficina,Resma de Papel,Carla Diaz,Individual,2,4380.0,0.0,8760.0,5256.0,3504.0
10669,2025-09-04,Centro,Hogar,Cafetera,Bruno Silva,Individual,4,30780.0,0.0,123120.0,73872.0,49248.0
10670,2025-09-04,Norte,Hogar,Ventilador,Isidora Munoz,Individual,6,21290.0,0.15,108579.0,76644.0,31935.0
10671,2025-09-04,Norte,Oficina,Silla Ergonomica,Diego Rojas,,6,82000.0,0.1,442800.0,295200.0,147600.0
10672,2025-09-04,Sur,Electronica,Audifonos,Gabriela Nunez,Pyme,4,17450.0,0.2,55840.0,41880.0,13960.0
10673,2025-09-05,Centro,Hogar,Cafetera,Hugo Reyes,Individual,7,28500.0,0.0,199500.0,119700.0,79800.0
10674,2025-09-05,Centro,Deportes,Colchoneta Yoga,Carla Diaz,Corporativo,3,10300.0,0.2,24720.0,18540.0,6180.0
10675,2025-09-05,Centro,Oficina,Silla Ergonomica,Bruno Silva,Individual,3,80830.0,0.15,206116.0,145494.0,60622.0
10676,2025-09-05,Sur,Deportes,Bicicleta,Diego Rojas,Pyme,5,150160.0,0.0,750800.0,450480.0,300320.0
10677,2025-09-05,Este,Hogar,Lampara LED,Gabriela Nunez,Pyme,6,9700.0,0.05,55290.0,34920.0,20370.0
10678,2025-09-05,Centro,Hogar,Set de Ollas,Hugo Reyes,,7,41770.0,0.0,292390.0,175434.0,116956.0
10679,2025-09-05,Este,Ropa,Gorra,Javier Castro,Pyme,5,6010.0,0.1,27045.0,18030.0,9015.0
10680,2025-09-05,Centro,Ropa,Chaqueta,Hugo Reyes,Corporativo,4,34150.0,0.1,122940.0,81960.0,40980.0
10681,2025-09-06,Oeste,Oficina,Impresora,Felipe Soto,Individual,5,67110.0,0.15,285218.0,201330.0,83888.0
10682,2025-09-06,Oeste,Hogar,Set de Ollas,Diego Rojas,Corporativo,6,41650.0,0.15,212415.0,149940.0,62475.0
10683,2025-09-06,Oeste,Hogar,Lampara LED,Elena Vidal,Individual,5,10080.0,0.0,50400.0,30240.0,20160.0
10684,2025-09-06,Norte,Ropa,Gorra,Felipe Soto,Corporativo,2,6020.0,0.0,12040.0,7224.0,4816.0
10685,2025-09-06,Centro,Oficina,Impresora,Bruno Silva,Individual,1,73280.0,0.0,73280.0,43968.0,29312.0
10686,2025-09-06,Norte,Oficina,Impresora,Bruno Silva,Individual,3,64680.0,0.2,155232.0,116424.0,38808.0
10687,2025-09-06,Este,Hogar,Cafetera,Diego Rojas,Individual,6,29670.0,0.1,160218.0,106812.0,53406.0
10688,2025-09-07,Norte,Deportes,Bototas Trekking,Ana Torres,Pyme,7,55480.0,0.05,368942.0,233016.0,135926.0
10689,2025-09-07,Este,Electronica,Cargador,Elena Vidal,Individual,7,8880.0,0.15,52836.0,37296.0,15540.0
10690,2025-09-07,Oeste,Hogar,Ventilador,Gabriela Nunez,Corporativo,3,19170.0,0.0,57510.0,34506.0,23004.0
10691,2025-09-07,Sur,Hogar,Ventilador,Carla Diaz,Corporativo,6,19190.0,0.0,115140.0,69084.0,46056.0
10692,2025-09-07,Norte,Hogar,Set de Ollas,Carla Diaz,Pyme,6,37690.0,0.1,203526.0,135684.0,67842.0
10693,2025-09-07,Sur,Hogar,Cafetera,Diego Rojas,Individual,4,27670.0,0.0,110680.0,66408.0,44272.0
10694,2025-09-08,Este,Oficina,Escritorio,Gabriela Nunez,Pyme,3,97970.0,0.0,293910.0,176346.0,117564.0
10695,2025-09-08,Este,Electronica,Cargador,Ana Torres,Pyme,6,9170.0,0.15,46767.0,33012.0,13755.0
10696,2025-09-08,Este,Ropa,Pantalon,Diego Rojas,Corporativo,4,15420.0,0.0,61680.0,37008.0,24672.0
10697,2025-09-08,Norte,Electronica,Parlante Bluetooth,Elena Vidal,Individual,4,24360.0,0.1,87696.0,58464.0,29232.0
10698,2025-09-08,Este,Ropa,Camiseta,Diego Rojas,Individual,1,8270.0,0.2,6616.0,4962.0,1654.0
10699,2025-09-08,Norte,Oficina,Silla Ergonomica,Felipe Soto,Individual,6,93460.0,0.0,560760.0,336456.0,224304.0
10700,2025-09-08,Sur,Electronica,Mouse,Hugo Reyes,Pyme,5,6940.0,0.05,32965.0,20820.0,12145.0
10701,2025-09-08,Este,Deportes,Bototas Trekking,Gabriela Nunez,Individual,2,58430.0,0.1,105174.0,70116.0,35058.0
10702,2025-09-08,Norte,Hogar,Cafetera,Ana Torres,Pyme,7,28540.0,0.15,169813.0,119868.0,49945.0
10703,2025-09-08,Norte,Electronica,Cargador,Isidora Munoz,Individual,4,9800.0,0.1,35280.0,23520.0,11760.0
10704,2025-09-09,Norte,Deportes,Balon Futbol,Bruno Silva,Pyme,2,12640.0,0.15,21488.0,15168.0,6320.0
10705,2025-09-09,Centro,Electronica,Audifonos,Hugo Reyes,Individual,4,16390.0,0.0,65560.0,39336.0,26224.0
10706,2025-09-09,Sur,Electronica,Mouse,Isidora Munoz,Corporativo,2,6960.0,0.0,13920.0,8352.0,5568.0
10707,2025-09-09,Norte,Electronica,Mouse,Diego Rojas,Corporativo,4,7450.0,0.05,28310.0,17880.0,10430.0
10708,2025-09-09,Oeste,Oficina,Impresora,Hugo Reyes,Individual,4,70090.0,0.0,280360.0,168216.0,112144.0
10709,2025-09-09,Norte,Electronica,Teclado,Hugo Reyes,Corporativo,2,13080.0,0.1,23544.0,15696.0,7848.0
10710,2025-09-09,Centro,Hogar,Cafetera,Bruno Silva,Individual,3,30940.0,0.0,92820.0,55692.0,37128.0
10711,2025-09-09,Centro,Deportes,Balon Futbol,Gabriela Nunez,Individual,2,13000.0,0.0,26000.0,15600.0,10400.0
10712,2025-09-09,Oeste,Oficina,Cuaderno,Diego Rojas,Individual,3,2080.0,0.05,5928.0,3744.0,2184.0
10713,2025-09-09,Oeste,Hogar,Set de Ollas,Hugo Reyes,Individual,1,42110.0,0.0,42110.0,25266.0,16844.0
10714,2025-09-09,Sur,Deportes,Mancuernas,Gabriela Nunez,Individual,6,17300.0,0.1,93420.0,62280.0,31140.0
10715,2025-09-10,Oeste,Ropa,Gorra,Bruno Silva,Individual,6,6020.0,0.0,36120.0,21672.0,14448.0
10716,2025-09-10,Este,Hogar,Ventilador,Isidora Munoz,Pyme,4,20230.0,0.1,72828.0,48552.0,24276.0
10717,2025-09-10,Oeste,Oficina,Impresora,Diego Rojas,Pyme,2,67660.0,0.15,115022.0,81192.0,33830.0
10718,2025-09-10,Sur,Hogar,Cafetera,Javier Castro,Individual,2,26790.0,0.0,53580.0,32148.0,21432.0
10719,2025-09-10,Oeste,Ropa,Gorra,Hugo Reyes,Corporativo,1,5740.0,0.2,4592.0,3444.0,1148.0
10720,2025-09-10,Este,Ropa,Pantalon,Bruno Silva,Pyme,1,15970.0,0.05,15172.0,9582.0,5590.0
10721,2025-09-10,Centro,Oficina,Silla Ergonomica,Felipe Soto,Individual,3,94210.0,0.05,268498.0,169578.0,98920.0
10722,2025-09-10,Oeste,Electronica,Teclado,Gabriela Nunez,Individual,5,13670.0,0.2,54680.0,41010.0,13670.0
10723,2025-09-11,Oeste,Hogar,Lampara LED,Hugo Reyes,Pyme,6,10480.0,0.0,62880.0,37728.0,25152.0
10724,2025-09-11,Norte,Ropa,Zapatillas,Isidora Munoz,Individual,1,46160.0,0.1,41544.0,27696.0,13848.0
10725,2025-09-11,Sur,Oficina,Escritorio,Hugo Reyes,Individual,1,105900.0,0.0,105900.0,63540.0,42360.0
10726,2025-09-11,Este,Electronica,Audifonos,Diego Rojas,Corporativo,7,15780.0,0.05,104937.0,66276.0,38661.0
10727,2025-09-11,Este,Ropa,Gorra,Javier Castro,Individual,5,6060.0,0.1,27270.0,18180.0,9090.0
10728,2025-09-11,Este,Deportes,Bototas Trekking,Diego Rojas,Individual,6,56000.0,0.1,302400.0,201600.0,100800.0
10729,2025-09-11,Oeste,Deportes,Balon Futbol,Diego Rojas,Individual,6,13110.0,0.05,74727.0,47196.0,27531.0
10730,2025-09-11,Sur,Oficina,Silla Ergonomica,Elena Vidal,Individual,3,91060.0,0.1,245862.0,163908.0,81954.0
10731,2025-09-12,Norte,Hogar,Aspiradora,Gabriela Nunez,Corporativo,5,75690.0,0.05,359528.0,227070.0,132458.0
10732,2025-09-12,Este,Ropa,Gorra,Bruno Silva,Individual,4,6210.0,0.2,19872.0,14904.0,4968.0
10733,2025-09-12,Centro,Electronica,Mouse,Javier Castro,Corporativo,2,7460.0,0.0,14920.0,8952.0,5968.0
10734,2025-09-12,Sur,Deportes,Bicicleta,Elena Vidal,Individual,5,150300.0,0.05,713925.0,450900.0,263025.0
10735,2025-09-12,Sur,Ropa,Pantalon,Isidora Munoz,Individual,6,14890.0,0.0,89340.0,53604.0,35736.0
10736,2025-09-12,Este,Oficina,Cuaderno,Felipe Soto,Individual,1,1880.0,0.05,1786.0,1128.0,658.0
10737,2025-09-12,Sur,Deportes,Bicicleta,Isidora Munoz,Pyme,1,165980.0,0.0,165980.0,99588.0,66392.0
10738,2025-09-12,Norte,Oficina,Silla Ergonomica,Diego Rojas,Pyme,4,80290.0,0.0,321160.0,192696.0,128464.0
10739,2025-09-13,Centro,Oficina,Escritorio,Felipe Soto,Individual,3,106040.0,0.0,318120.0,190872.0,127248.0
10740,2025-09-13,Norte,Electronica,Audifonos,Isidora Munoz,Pyme,2,16420.0,0.15,27914.0,19704.0,8210.0
10741,2025-09-13,Sur,Deportes,Bicicleta,Hugo Reyes,Individual,3,145620.0,0.0,436860.0,262116.0,174744.0
10742,2025-09-13,Oeste,Deportes,Bicicleta,Ana Torres,Corporativo,6,149910.0,0.15,764541.0,539676.0,224865.0
10743,2025-09-13,Norte,Electronica,Teclado,Diego Rojas,Individual,1,11890.0,0.0,11890.0,7134.0,4756.0
10744,2025-09-14,Este,Ropa,Chaqueta,Isidora Munoz,Pyme,5,34110.0,0.0,170550.0,102330.0,68220.0
10745,2025-09-14,Norte,Deportes,Mancuernas,Isidora Munoz,Individual,4,17240.0,0.2,55168.0,41376.0,13792.0
10746,2025-09-14,Oeste,Hogar,Ventilador,Javier Castro,Corporativo,5,21260.0,0.15,90355.0,63780.0,26575.0
10747,2025-09-14,Centro,Deportes,Colchoneta Yoga,Hugo Reyes,Individual,4,9690.0,0.15,32946.0,23256.0,9690.0
10748,2025-09-14,Oeste,Hogar,Ventilador,Javier Castro,,5,19230.0,0.15,81728.0,57690.0,24038.0
10749,2025-09-14,Norte,Oficina,Resma de Papel,Javier Castro,Pyme,3,3980.0,0.0,11940.0,7164.0,4776.0
10750,2025-09-15,Centro,Hogar,Set de Ollas,Javier Castro,Individual,1,38390.0,0.0,38390.0,23034.0,15356.0
10751,2025-09-15,Sur,Electronica,Cargador,Carla Diaz,,3,8470.0,0.05,24140.0,15246.0,8894.0
10752,2025-09-15,Norte,Electronica,Cargador,Gabriela Nunez,Pyme,6,9050.0,0.0,54300.0,32580.0,21720.0
10753,2025-09-15,Oeste,Electronica,Audifonos,Elena Vidal,Pyme,2,15650.0,0.15,26605.0,18780.0,7825.0
10754,2025-09-15,Norte,Electronica,Mouse,Hugo Reyes,Individual,6,7470.0,0.0,44820.0,26892.0,17928.0
10755,2025-09-15,Norte,Ropa,Zapatillas,Ana Torres,Corporativo,5,45130.0,0.0,225650.0,135390.0,90260.0
10756,2025-09-15,Centro,Electronica,Teclado,Gabriela Nunez,Pyme,3,12590.0,0.0,37770.0,22662.0,15108.0
10757,2025-09-15,Oeste,Oficina,Impresora,Carla Diaz,Individual,2,75350.0,0.05,143165.0,90420.0,52745.0
10758,2025-09-15,Sur,Ropa,Pantalon,Javier Castro,Individual,2,14880.0,0.2,23808.0,17856.0,5952.0
10759,2025-09-16,Oeste,Electronica,Mouse,Isidora Munoz,Corporativo,7,7300.0,0.2,40880.0,30660.0,10220.0
10760,2025-09-16,Sur,Hogar,Ventilador,Isidora Munoz,Pyme,6,18640.0,0.05,106248.0,67104.0,39144.0
10761,2025-09-17,Este,Oficina,Escritorio,Gabriela Nunez,Pyme,6,99910.0,0.05,569487.0,359676.0,209811.0
10762,2025-09-17,Este,Electronica,Parlante Bluetooth,Gabriela Nunez,Individual,7,23140.0,0.0,161980.0,97188.0,64792.0
10763,2025-09-17,Oeste,Oficina,Resma de Papel,Felipe Soto,Pyme,4,3950.0,0.0,15800.0,9480.0,6320.0
10764,2025-09-17,Sur,Electronica,Cargador,Ana Torres,Pyme,6,8640.0,0.0,51840.0,31104.0,20736.0
10765,2025-09-17,Centro,Deportes,Bicicleta,Ana Torres,Pyme,6,134080.0,0.0,804480.0,482688.0,321792.0
10766,2025-09-17,Centro,Electronica,Cargador,Elena Vidal,Pyme,4,8220.0,0.2,26304.0,19728.0,6576.0
10767,2025-09-18,Norte,Oficina,Resma de Papel,Bruno Silva,Corporativo,3,4350.0,0.1,11745.0,7830.0,3915.0
10768,2025-09-18,Centro,Electronica,Audifonos,Carla Diaz,Corporativo,3,15320.0,0.0,45960.0,27576.0,18384.0
10769,2025-09-18,Centro,Electronica,Mouse,Gabriela Nunez,Pyme,7,6780.0,0.05,45087.0,28476.0,16611.0
10770,2025-09-18,Este,Hogar,Lampara LED,Felipe Soto,Individual,4,10350.0,0.0,41400.0,24840.0,16560.0
10771,2025-09-19,Centro,Hogar,Set de Ollas,Isidora Munoz,Individual,1,42860.0,0.0,42860.0,25716.0,17144.0
10772,2025-09-19,Centro,Electronica,Audifonos,Bruno Silva,Pyme,4,15850.0,0.0,63400.0,38040.0,25360.0
10773,2025-09-19,Centro,Deportes,Colchoneta Yoga,Bruno Silva,Individual,5,9400.0,0.05,44650.0,28200.0,16450.0
10774,2025-09-19,Centro,Deportes,Balon Futbol,Felipe Soto,Pyme,5,13070.0,0.2,52280.0,39210.0,13070.0
10775,2025-09-19,Oeste,Hogar,Ventilador,Isidora Munoz,Individual,1,20180.0,0.0,20180.0,12108.0,8072.0
10776,2025-09-19,Sur,Hogar,Ventilador,Diego Rojas,Corporativo,6,20230.0,0.0,121380.0,72828.0,48552.0
10777,2025-09-19,Norte,Deportes,Bototas Trekking,Elena Vidal,Pyme,4,51960.0,0.1,187056.0,124704.0,62352.0
10778,2025-09-19,Norte,Oficina,Escritorio,Javier Castro,Individual,5,99720.0,0.0,498600.0,299160.0,199440.0
10779,2025-09-19,Este,Hogar,Ventilador,Gabriela Nunez,Pyme,1,19620.0,0.2,15696.0,11772.0,3924.0
10780,2025-09-19,Oeste,Hogar,Cafetera,Diego Rojas,Individual,7,28480.0,0.0,199360.0,119616.0,79744.0
10781,2025-09-19,Sur,Oficina,Resma de Papel,Isidora Munoz,Individual,7,3980.0,0.15,23681.0,16716.0,6965.0
10782,2025-09-19,Norte,Oficina,Impresora,Bruno Silva,Individual,3,70710.0,0.15,180310.0,127278.0,53032.0
10783,2025-09-20,Este,Electronica,Teclado,Carla Diaz,Individual,5,13230.0,0.0,66150.0,39690.0,26460.0
10784,2025-09-20,Oeste,Hogar,Set de Ollas,Bruno Silva,Corporativo,2,35600.0,0.0,71200.0,42720.0,28480.0
10785,2025-09-20,Este,Electronica,Mouse,Javier Castro,Individual,6,7960.0,0.15,40596.0,28656.0,11940.0
10786,2025-09-20,Norte,Ropa,Chaqueta,Isidora Munoz,Pyme,6,34070.0,0.15,173757.0,122652.0,51105.0
10787,2025-09-20,Sur,Electronica,Audifonos,Bruno Silva,Individual,1,16510.0,0.15,14034.0,9906.0,4128.0
10788,2025-09-20,Este,Electronica,Cargador,Carla Diaz,Individual,7,8390.0,0.0,58730.0,35238.0,23492.0
10789,2025-09-20,Oeste,Hogar,Ventilador,Gabriela Nunez,Pyme,4,19650.0,0.2,62880.0,47160.0,15720.0
10790,2025-09-20,Centro,Electronica,Cargador,Hugo Reyes,Pyme,5,8580.0,0.1,38610.0,25740.0,12870.0
10791,2025-09-21,Norte,Electronica,Teclado,Hugo Reyes,Corporativo,6,12370.0,0.0,74220.0,44532.0,29688.0
10792,2025-09-21,Norte,Oficina,Resma de Papel,Carla Diaz,Corporativo,6,3970.0,0.0,23820.0,14292.0,9528.0
10793,2025-09-21,Centro,Deportes,Colchoneta Yoga,Javier Castro,Individual,3,10480.0,0.0,31440.0,18864.0,12576.0
10794,2025-09-22,Oeste,Deportes,Colchoneta Yoga,Bruno Silva,Corporativo,2,10150.0,0.15,17255.0,12180.0,5075.0
10795,2025-09-22,Este,Oficina,Escritorio,Elena Vidal,Pyme,3,99330.0,0.05,283090.0,178794.0,104296.0
10796,2025-09-22,Este,Electronica,Cargador,Diego Rojas,Pyme,6,9250.0,0.15,47175.0,33300.0,13875.0
10797,2025-09-22,Este,Deportes,Colchoneta Yoga,Felipe Soto,Pyme,1,10610.0,0.05,10080.0,6366.0,3714.0
10798,2025-09-22,Oeste,Hogar,Set de Ollas,Hugo Reyes,Pyme,6,38590.0,0.0,231540.0,138924.0,92616.0
10799,2025-09-22,Sur,Oficina,Escritorio,Ana Torres,Pyme,3,95150.0,0.2,228360.0,171270.0,57090.0
10800,2025-09-22,Este,Deportes,Mancuernas,Felipe Soto,Corporativo,2,19840.0,0.0,39680.0,23808.0,15872.0
10801,2025-09-23,Norte,Deportes,Balon Futbol,Felipe Soto,Individual,4,13170.0,0.0,52680.0,31608.0,21072.0
10802,2025-09-23,Sur,Hogar,Aspiradora,Hugo Reyes,Pyme,2,83270.0,0.0,166540.0,99924.0,66616.0
10803,2025-09-23,Centro,Electronica,Parlante Bluetooth,Felipe Soto,Individual,5,25980.0,0.0,129900.0,77940.0,51960.0
10804,2025-09-23,Sur,Hogar,Aspiradora,Felipe Soto,Pyme,2,73330.0,0.2,117328.0,87996.0,29332.0
10805,2025-09-23,Sur,Hogar,Aspiradora,Felipe Soto,Corporativo,3,75250.0,0.0,225750.0,135450.0,90300.0
10806,2025-09-23,Oeste,Electronica,Teclado,Hugo Reyes,Individual,1,12210.0,0.0,12210.0,7326.0,4884.0
10807,2025-09-23,Oeste,Ropa,Camiseta,Javier Castro,Individual,2,8340.0,0.1,15012.0,10008.0,5004.0
10808,2025-09-23,Sur,Electronica,Audifonos,Gabriela Nunez,Individual,7,15420.0,0.15,91749.0,64764.0,26985.0
10809,2025-09-24,Este,Ropa,Chaqueta,Elena Vidal,Corporativo,1,36540.0,0.05,34713.0,21924.0,12789.0
10810,2025-09-24,Este,Electronica,Parlante Bluetooth,Diego Rojas,Pyme,6,27680.0,0.2,132864.0,99648.0,33216.0
10811,2025-09-24,Sur,Oficina,Resma de Papel,Diego Rojas,Individual,6,3850.0,0.0,23100.0,13860.0,9240.0
10812,2025-09-24,Norte,Deportes,Bototas Trekking,Felipe Soto,Individual,4,54040.0,0.0,216160.0,129696.0,86464.0
10813,2025-09-24,Centro,Hogar,Set de Ollas,Hugo Reyes,Individual,1,39840.0,0.05,37848.0,23904.0,13944.0
10814,2025-09-24,Centro,Hogar,Set de Ollas,Elena Vidal,Individual,1,38150.0,0.2,30520.0,22890.0,7630.0
10815,2025-09-24,Norte,Ropa,Pantalon,Bruno Silva,Pyme,4,16130.0,0.2,51616.0,38712.0,12904.0
10816,2025-09-24,Sur,Electronica,Audifonos,Elena Vidal,Pyme,5,15930.0,0.2,63720.0,47790.0,15930.0
10817,2025-09-24,Norte,Electronica,Parlante Bluetooth,Bruno Silva,,2,21650.0,0.0,43300.0,25980.0,17320.0
10818,2025-09-24,Sur,Electronica,Audifonos,Hugo Reyes,Pyme,7,16190.0,0.0,113330.0,67998.0,45332.0
10819,2025-09-24,Este,Deportes,Colchoneta Yoga,Gabriela Nunez,Pyme,4,9020.0,0.2,28864.0,21648.0,7216.0
10820,2025-09-24,Sur,Hogar,Lampara LED,Diego Rojas,Corporativo,1,10010.0,0.0,10010.0,6006.0,4004.0
10821,2025-09-24,Oeste,Oficina,Escritorio,Javier Castro,Pyme,1,114440.0,0.0,114440.0,68664.0,45776.0
10822,2025-09-25,Sur,Oficina,Impresora,Isidora Munoz,Pyme,2,71230.0,0.0,142460.0,85476.0,56984.0
10823,2025-09-25,Centro,Oficina,Silla Ergonomica,Isidora Munoz,Pyme,7,93730.0,0.15,557694.0,393666.0,164028.0
10824,2025-09-25,Centro,Ropa,Camiseta,Javier Castro,Pyme,6,7760.0,0.2,37248.0,27936.0,9312.0
10825,2025-09-25,Oeste,Oficina,Impresora,Isidora Munoz,Individual,6,68980.0,0.15,351798.0,248328.0,103470.0
10826,2025-09-25,Centro,Deportes,Colchoneta Yoga,Isidora Munoz,Individual,2,10490.0,0.15,17833.0,12588.0,5245.0
10827,2025-09-25,Centro,Deportes,Bototas Trekking,Gabriela Nunez,Individual,6,55430.0,0.0,332580.0,199548.0,133032.0
10828,2025-09-25,Norte,Ropa,Camiseta,Felipe Soto,Individual,2,8130.0,0.15,13821.0,9756.0,4065.0
10829,2025-09-25,Sur,Oficina,Impresora,Felipe Soto,Individual,1,72180.0,0.1,64962.0,43308.0,21654.0
10830,2025-09-25,Oeste,Electronica,Cargador,Hugo Reyes,Individual,2,9610.0,0.2,15376.0,11532.0,3844.0
10831,2025-09-26,Oeste,Hogar,Set de Ollas,Carla Diaz,Individual,1,41030.0,0.0,41030.0,24618.0,16412.0
10832,2025-09-26,Sur,Ropa,Zapatillas,Elena Vidal,Pyme,7,41580.0,0.0,291060.0,174636.0,116424.0
10833,2025-09-26,Sur,Oficina,Escritorio,Bruno Silva,Pyme,3,100640.0,0.05,286824.0,181152.0,105672.0
10834,2025-09-26,Sur,Electronica,Cargador,Gabriela Nunez,Individual,5,8760.0,0.2,35040.0,26280.0,8760.0
10835,2025-09-26,Sur,Deportes,Mancuernas,Felipe Soto,Pyme,4,17990.0,0.2,57568.0,43176.0,14392.0
10836,2025-09-26,Oeste,Hogar,Lampara LED,Isidora Munoz,Individual,4,10010.0,0.2,32032.0,24024.0,8008.0
10837,2025-09-26,Sur,Electronica,Audifonos,Felipe Soto,Individual,7,15890.0,0.0,111230.0,66738.0,44492.0
10838,2025-09-27,Centro,Hogar,Lampara LED,Diego Rojas,Corporativo,6,8760.0,0.05,49932.0,31536.0,18396.0
10839,2025-09-27,Centro,Electronica,Audifonos,Javier Castro,Corporativo,2,16800.0,0.2,26880.0,20160.0,6720.0
10840,2025-09-27,Oeste,Oficina,Cuaderno,Bruno Silva,Individual,6,1920.0,0.0,11520.0,6912.0,4608.0
10841,2025-09-27,Sur,Oficina,Escritorio,Carla Diaz,Corporativo,7,94630.0,0.0,662410.0,397446.0,264964.0
10842,2025-09-27,Norte,Deportes,Balon Futbol,Hugo Reyes,Individual,5,12990.0,0.1,58455.0,38970.0,19485.0
10843,2025-09-27,Centro,Ropa,Zapatillas,Diego Rojas,Individual,2,47320.0,0.0,94640.0,56784.0,37856.0
10844,2025-09-27,Oeste,Ropa,Pantalon,Hugo Reyes,Individual,4,15630.0,0.2,50016.0,37512.0,12504.0
10845,2025-09-27,Centro,Electronica,Audifonos,Elena Vidal,Pyme,7,16700.0,0.2,93520.0,70140.0,23380.0
10846,2025-09-27,Este,Oficina,Resma de Papel,Bruno Silva,Individual,2,4250.0,0.0,8500.0,5100.0,3400.0
10847,2025-09-27,Centro,Hogar,Cafetera,Javier Castro,Individual,7,29100.0,0.0,203700.0,122220.0,81480.0
10848,2025-09-27,Centro,Hogar,Ventilador,Bruno Silva,Pyme,6,20770.0,0.0,124620.0,74772.0,49848.0
10849,2025-09-28,Sur,Hogar,Set de Ollas,Diego Rojas,Individual,5,38190.0,0.15,162308.0,114570.0,47738.0
10850,2025-09-28,Centro,Electronica,Mouse,Ana Torres,Individual,7,6470.0,0.0,45290.0,27174.0,18116.0
10851,2025-09-28,Este,Electronica,Parlante Bluetooth,Felipe Soto,Individual,3,22600.0,0.1,61020.0,40680.0,20340.0
10852,2025-09-29,Centro,Electronica,Mouse,Hugo Reyes,Pyme,4,6850.0,0.15,23290.0,16440.0,6850.0
10853,2025-09-29,Sur,Electronica,Parlante Bluetooth,Felipe Soto,Individual,4,25260.0,0.15,85884.0,60624.0,25260.0
10854,2025-09-29,Este,Electronica,Parlante Bluetooth,Carla Diaz,Corporativo,2,24580.0,0.0,49160.0,29496.0,19664.0
10855,2025-09-29,Norte,Ropa,Gorra,Ana Torres,Individual,1,6140.0,0.0,6140.0,3684.0,2456.0
10856,2025-09-30,Oeste,Electronica,Teclado,Gabriela Nunez,Individual,4,13150.0,0.1,47340.0,31560.0,15780.0
